Name.1,Folder Path
Romulus Buckle & the City of the Founders,A:\Richard Ellis Preston\_The Chronicles of the Pneumatic Zeppelin Series\1 - Romulus Buckle and the City of the Founders\
Romulus Buckle & the Engines of War The Chronicles of the Pneumatic,A:\Richard Ellis Preston\_The Chronicles of the Pneumatic Zeppelin Series\2 - Romulus Buckle and the Engines of War\
Altered Carbon,A:\Richard K. Morgan\_Takeshi Kovacs Series\01 - Altered Carbon\
I Am Legend and Other Stories,A:\Richard Matheson\I Am Legend\
Gameboard of the Gods,A:\Richelle Mead\_Age of X Series\01 - Gameboard of the Gods\
Soundless,A:\Richelle Mead\Soundless\
The World Doesn't Require You,A:\Rion Amilcar Scott\The World Doesn't Require You\
Sorrowland,A:\Rivers Solomon\Sorrowland\
Year Zero,A:\Rob Reid\Year Zero\
Nightlife,A:\Rob Thurman\_Cal and Niko Leandros Series\1 - Nightlife\
The Moon is a Harsh Mistress,A:\Robert A. Heinlein\The Moon is a Harsh Mistress\
New Spring,A:\Robert Jordan\_Wheel of Time Series\00 - New Spring\
The Eye of the World,A:\Robert Jordan\_Wheel of Time Series\01 - The Eye of the World\
The Great Hunt,A:\Robert Jordan\_Wheel of Time Series\02 - The Great Hunt\
The Dragon Reborn,A:\Robert Jordan\_Wheel of Time Series\03 - The Dragon Reborn\
The Shadow Rising,A:\Robert Jordan\_Wheel of Time Series\04 - The Shadow Rising\
The Fires of Heaven,A:\Robert Jordan\_Wheel of Time Series\05 - The Fires of Heaven\
Lord of Chaos,A:\Robert Jordan\_Wheel of Time Series\06 - Lord of Chaos\
A Crown of Swords,A:\Robert Jordan\_Wheel of Time Series\07 - A Crown of Swords\
The Path of Daggers,A:\Robert Jordan\_Wheel of Time Series\08 -The Path of Daggers\
Winter's Heart,A:\Robert Jordan\_Wheel of Time Series\09 - Winter's Heart\
Crossroads of Twilight,A:\Robert Jordan\_Wheel of Time Series\10 - Crossroads of Twilight\
Knife of Dreams,A:\Robert Jordan\_Wheel of Time Series\11 - Knife of Dreams\
Towers of Midnight,A:\Robert Jordan\_Wheel of Time Series\13 - Towers of Midnight\
A Memory of Light,A:\Robert Jordan\_Wheel of Time Series\14 - A Memory of Light\
The Man Who Knew Infinity,A:\Robert Kanigel\The Man Who Knew Infinity\
The Old Ways,A:\Robert Macfarlane\The Old Ways\
Dr. Cerberus,A:\Roberto Aquirre-Sacasa\Dr. Cerberus\
Grave Mercy,A:\Robin LaFevers\_His Fair Assassin Series\01 - Grave Mercy\
Extraordinary Means,A:\Robyn Schneider\Extraordinary Means\
Conquerers,A:\Roger Crowley\Conquerors - How Portugal Forged the First Global Empire\
Tear Down This Wall,A:\Romesh Ratnesar\Tear Down This Wall\
Lobizona,A:\Romina Garber\_Wolves of No World Series\01 - Lobizona\
Something Rich and Strange,A:\Ron Rash\Something Rich and Strange\
The Cove,A:\Ron Rash\The Cove\
The Risen,A:\Ron Rash\The Risen\
The Witch,"A:\Ronald Hutton\The Witch - A History of Fear, from Ancient Times to the Present\"
Cruel Beauty,A:\Rosamund Hodge\_Fairytale Series\01 - Cruel Beauty\
A Song of Wraiths and Ruin,A:\Roseanne A. Brown\_A Song of Wraiths  & Ruin Series\01 - A Song of Wraiths & Ruin\
The Gilded Wolves,A:\Roshani Chokshi\_The Gilded Wolves Series\01 - The Gilded Wolves\
Hunger,A:\Roxane Gay\Hunger\
The Island at the Center of the World,A:\Russell Shorto\The Island at the Center of the World  The Eipc Story of Dutch Manhattan and the Forgotten Colony That Shaped America\
Between Shades of Gray,A:\Ruta Sepetys\Between Shades of Gray\
Humankind,A:\Rutger Bregman & Erica Moore & Elizabeth Manton\Humankind - A Hopeful History\
Utopia for Realists,A:\Rutger Bregman\Utopia for Realists\
Winter Tide,A:\Ruthanna Emrys\_The Innsmouth Legacy\01 - Winter Tide\
The City of Brass,A:\S. A. Chakraborty\_The Daevabad Trilogy\01 - The City of Brass\
The Kingdom of Copper,A:\S. A. Chakraborty\_The Daevabad Trilogy\02 - The Kingdom of Copper\
Burn the Dark,A:\S. A. Hunt\_Malus Domestica Series\01 - Burn the Dark\
The Glass Sentence,A:\S. E. Grove\_Mapmakers Trilogy\01 - The Glass Sentence\
Broken,A:\S. J. West\_Watcher Chronicles Series\01 - Broken\
Cursed,A:\S. J. West\_Watchers Trilogy\01 - Cursed\
A Taint in the Blood,A:\S. M. Stirling\_Shadowspawn Series\1 - A Taint in the Blood\
The Council of Shadows,A:\S. M. Stirling\_Shadowspawn Series\2 - The Council of Shadows\
Shadows of Falling Night,A:\S. M. Stirling\_Shadowspawn Series\3 - Shadows of Falling Night\
An Ember in the Ashes,A:\Sabaa Tahir\_Ember in the Ashes Series\01 - An Ember in the Ashes\
Beating Level Nine,A:\Sahara Kelly\Beating Level Nine\
The City of God,A:\Saint Augustine\The City of God\
West Cork,A:\Sam Bungey & Jennifer Forde\West Cork\
The Disappearing Spoon,"A:\Sam Kean\The Disappearing Spoon - An Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements\"
The Icepick Surgeon,"A:\Sam Kean\The Icepick Surgeon - Murder, Fraud, Sabotage, Piracy, and Other Dastardly Deeds Perpetrated in the Name of Science\"
The Violinist's Thumb,"A:\Sam Kean\The Violinist's Thumb - And Other Lost Tales of Love, War, and Genius, as Written by Our Genetic Code\"
Seven Blades in Black,A:\Sam Sykes\Seven Blades in Black\
"Wow, No Thank You","A:\Samantha Irby\Wow, No Thank You\"
When Dimple Met Rishi,A:\Sandhya Menon\When Dimple Met Rishi\
Water for Elephants,A:\Sara Gruen\Water for Elephants\
Darkship Thieves,A:\Sarah A. Hoyt\Darkship Thieves\
The Peach Keeper,A:\Sarah Addison Allen\The Peach Keeper\
The Bone Maker,A:\Sarah Beth Durst\The Bone Maker\
Reign of the Fallen,A:\Sarah Glenn Marsh\_Reign of the Fallen Series\01 - Reign of the Fallen\
A Court of Thorns and Roses,A:\Sarah J. Maas\_A Court of Thorns and Roses Series\01 - A Court of Thorns and Roses\
The Lady and the Highwayman,A:\Sarah M. Eden\The Lady and the Highwayman\
Shadow's Stand,A:\Sarah McCarty\_Hell's Eight Series\05 - Shadow's Stand\
Caleb,A:\Sarah McCarty\_Shadow Wranglers Series\01 - Caleb\
Jared,A:\Sarah McCarty\_Shadow Wranglers Series\02 - Jared\
Jace,A:\Sarah McCarty\_Shadow Wranglers Series\03 - Jace\
Slade,A:\Sarah McCarty\_Shadow Wranglers Series\04 - Slade\
The Invisible Girls,A:\Sarah Thebarge\The Invisible Girls\
The Library at Mount Char,A:\Scott Hawkins\The Library at Mount Char\
The Lies of Locke Lamora,A:\Scott Lynch\_Gentleman Bastard Series\1 - The Lies of Locke Lamora\
Red Seas Under Red Skies,A:\Scott Lynch\_Gentleman Bastard Series\2 - Red Seas Under Red Skies\
Leviathan,A:\Scott Westerfeld\_Leviathan Series\1-Leviathan\
Beowulf,A:\Seamus Heaney\Beowulf\
Man in the Empty Suit,A:\Sean Ferrell\Man in the Empty Suit\
A Local Habitation,A:\Seanan McGuire\_October Daye Series\02 - A Local Habitation\
Middlegame,A:\Seanan McGuire\Middlegame\
Shadow Blade,A:\Seressia Glass\_Shadowchasers Series\01 - Shadow Blade\
Pride & Prejudice & Zombies,A:\Seth Grahame-Smith\Pride and Prejudice and Zombies\
Everybody Lies,"A:\Seth Stephens-Davidowitz\Everybody Lies - Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are\"
The Last Mermaid,A:\Shana Abe\The Last Mermaid\
Perfumed Garden,A:\Sheik Nefzaoui\Perfumed Garden\
Serpent and Dove,A:\Shelby Mahurin\_Serpent & Dove Series\01 - Serpent & Dove\
Blood & Honey,A:\Shelby Mahurin\_Serpent & Dove Series\02 - Blood & Honey\
Flight,A:\Sherman Alexie\Flight\
Infinity,A:\Sherrilyn Kenyon\_Chronicles of Nick Series\01-Infinity\
Invincible,A:\Sherrilyn Kenyon\_Chronicles of Nick Series\02-Invincible\
Infamous,A:\Sherrilyn Kenyon\_Chronicles of Nick Series\03- Infamous\
Fantasy Lover,A:\Sherrilyn Kenyon\_Dark-Hunter Series\00 - Fantasy Lover\
Night Pleasures,A:\Sherrilyn Kenyon\_Dark-Hunter Series\01 - Night Pleasures\
Night Embrace,A:\Sherrilyn Kenyon\_Dark-Hunter Series\03 - Night Embrace\
Dance with the Devil,A:\Sherrilyn Kenyon\_Dark-Hunter Series\06 - Dance with the Devil\
Night Play,A:\Sherrilyn Kenyon\_Dark-Hunter Series\08 - Night Play\
Seize the Night,A:\Sherrilyn Kenyon\_Dark-Hunter Series\10 - Seize the Night\
Sins of the Night,A:\Sherrilyn Kenyon\_Dark-Hunter Series\11 - Sins of the Night\
Dark Side of the Moon,A:\Sherrilyn Kenyon\_Dark-Hunter Series\13 - Dark Side of the Moon\
Hard Day's Night Searcher,A:\Sherrilyn Kenyon\_Dark-Hunter Series\14 - A Hard Day's Night Searcher\
The Dream-Hunter,A:\Sherrilyn Kenyon\_Dark-Hunter Series\16 - The Dream-Hunter\
Devil May Cry,A:\Sherrilyn Kenyon\_Dark-Hunter Series\18 - Devil May Cry\
Dream Chaser,A:\Sherrilyn Kenyon\_Dark-Hunter Series\20 - Dream Chaser\
Acheron,A:\Sherrilyn Kenyon\_Dark-Hunter Series\21 - Acheron\
One Silent Night,A:\Sherrilyn Kenyon\_Dark-Hunter Series\24 - One Silent Night\
Bad Moon Rising,A:\Sherrilyn Kenyon\_Dark-Hunter Series\26 - Bad Moon Rising\
Retribution,A:\Sherrilyn Kenyon\_Dark-Hunter Series\28 - Retribution\
The Guardian,A:\Sherrilyn Kenyon\_Dark-Hunter Series\29 - The Guardian\
Born of Shadows,A:\Sherrilyn Kenyon\_The League Series\05 - Born of Shadows\
The Burning Sky,A:\Sherry Thomas\_Elemental Trilogy\01 - The Burning Sky\
The Perilous Sea,A:\Sherry Thomas\_Elemental Trilogy\02 - The Perilous Sea\
The Immortal Heights,A:\Sherry Thomas\_Elemental Trilogy\03 - The Immortal Heights\
The Bus on Thursday,A:\Shirley Barrett\The Bus on Thursday\
We Have Always Lived in the Castle,A:\Shirley Jackson\We Have Always Lived in the Castle\
Star Daughter,A:\Shveta Thakrar\Star Daughter\
The Gene: An Intimate History,A:\Siddhartha Mukherjee\The Gene - An Intimate History\
Gods of Jade and Shadow,A:\Silvia Moreno-Garcia\Gods of Jade and Shadow\
Mexican Gothic,A:\Silvia Moreno-Garcia\Mexican Gothic\
The Vanished Birds,A:\Simon Jimenez\The Vanished Birds\
Agents of Light and Darkness,A:\Simon R. Green\_Nightside Series\02 - Agents of Light and Darkness\
Nightingale's Lament,A:\Simon R. Green\_Nightside Series\03 - Nightingale's Lament\
Paths Not Taken,A:\Simon R. Green\_Nightside Series\05 - Paths Not Taken\
Sharper Than a Serpent's Tooth,A:\Simon R. Green\_Nightside Series\06 - Sharper Than a Serpent's Tooth\
Hell To Pay,A:\Simon R. Green\_Nightside Series\07 - Hell to Pay\
Unnatural Inquirer,A:\Simon R. Green\_Nightside Series\08 - The Unnatural Inquirer\
"The Good, the Bad, and the Uncanny","A:\Simon R. Green\_Nightside Series\10 - The Good, the Bad and the Uncanny\"
The Spy Who Haunted Me,A:\Simon R. Green\_Secret Histories Series\03 - The Spy Who Haunted Me\
It Can't Happen Here,A:\Sinclair Lewis\It Can't Happen Here\
Mabinogion,A:\Sioned Davies\The Mabinogion\
The Princess Game,A:\Soman Chainani\The Princess Game\
Unholy Ghosts,A:\Stacia Kane\_Downside Ghosts Series\1 - Unholy Ghosts\
The Witches,A:\Stacy Schiff\The Witches\
The Worlds of If,A:\Stanley Weinbaum\_Dixon Wells Series\1 - The Worlds of If\
The Ideal,A:\Stanley Weinbaum\_Dixon Wells Series\2 - The Ideal\
The Point of View,A:\Stanley Weinbaum\_Dixon Wells Series\3 - The Point of View\
A Martian Odyssey,A:\Stanley Weinbaum\_Martian Odyssey Series\A Martian Odyssey\
Valley of Dreams,A:\Stanley Weinbaum\_Martian Odyssey Series\Valley of Dreams\
Pygmailon's Spectacles,A:\Stanley Weinbaum\Pygmalion's Spectacles\
Greyhound,A:\Steffan Piper\Greyhound\
Enmpire of Blue Water,A:\Stephan Talty\Empire of Blue Water\
The Illustrious Dead,A:\Stephan Talty\The Illustrious Dead\
Twilight,A:\Stephanie Meyer\_Twilight Series\1 - Twilight\
New Moon,A:\Stephanie Meyer\_Twilight Series\2 - New Moon\
Eclipse,A:\Stephanie Meyer\_Twilight Series\3 - Eclipse\
Breaking Dawn,A:\Stephanie Meyer\_Twilight Series\4 - Breaking Dawn\
Charles Darwin's Barnacle and David Bowie's Spider,A:\Stephen B. Heard\Charles Darwin's Barnacle and David Bowie's Spider\
I Am America and So Can You,A:\Stephen Colbert\I Am America and So Can You\
Rush,A:\Stephen Fried\Rush\
Mythos,A:\Stephen Fry\_Mythos Series\Mythos\
A Brief History of Time,A:\Stephen Hawking\A Brief History of Time\
In the Region of the Summer Stars,A:\Stephen Lawhead\_Eirlandia Series\01 - In the Region of the Summer Stars\
In the Land of the Everliving,A:\Stephen Lawhead\_Eirlandia Series\02 - In the Land of the Everliving\
Hood,A:\Stephen Lawhead\_King Raven Trilogy\1 - Hood\
Scarlet,A:\Stephen Lawhead\_King Raven Trilogy\2 - Scarlet\
Tuck,A:\Stephen Lawhead\_King Raven Trilogy\3 - Tuck\
Tao Te Ching,A:\Stephen Mitchell\Tao Te Ching\
The Museum of Mysteries,A:\Steve Berry & M. J. Rose\
Dawn of the Dreadfuls,A:\Steve Hockensmith\Dawn of the Dreadfuls\
Crimes Against Magic,A:\Steve McHugh\_The Hellequin Chronicles\01 - Crimes Against Magic\
Five Hundred Years After,A:\Steven Brust\Five Hundred Years After\
The Phoenix Guards,A:\Steven Brust\The Phoenix Guards\
Freakonomics,A:\Steven D. Levitt & Stephen J. Dubner\Freakonomics\
The Girl with the Dragon Tattoo,A:\Stieg Larsson\_Millennium Series\1 - The Girl with the Dragon Tattoo\
Quiet,A:\Susan Cain\Quiet - The Power of Introvers in a World That Can't Stop Talking\
Transgender History,A:\Susan Stryker\Transgender History - The Roots of Today's Revolution\
The History of the Medieval World,A:\Susan Wise Bauer\The History of the Medieval World\
Remedial Rocket Science,A:\Susannah Nix\_Chemistry Lessons Series\01 - Remedial Rocket Science\
Redemption,A:\Susannah Sandlin\_Penton Legacy Series\01 - Redemption\
The Hunger Games,A:\Suzanne Collins\_Hunger Games Series\1 - The Hunger Games\
Mockingjay,A:\Suzanne Collins\_Hunger Games Series\3 - Mockingjay\
Blaze,A:\Suzanne Wright\_Dark in You\02 - Blaze\
Ashes,A:\Suzanne Wright\_Dark in You\03 - Dark in You\
Here Be Sexist Vampires,A:\Suzanne Wright\_Deep in Your Veins\01 - Here Be Sexist Vampires\
The Tiger at Midnight,A:\Swati Teerdhala\_Tiger at Midnight Series\01 - The Tiger at Midnight\
Sleeping Giants,A:\Sylvain Neuvel\_Themis Files\01 - Sleeping Giants\
Waking Gods,A:\Sylvain Neuvel\_Themis Files\02 - Waking Gods\
Only Human,A:\Sylvain Neuvel\_Themis Files\03 - Only Human\
Eve of Darkness,A:\Sylvia Day\_Marked Series\01 - Eve of Darkness\
A Touch of Crimson,A:\Sylvia Day\_Renegade Angels Trilogy\01 - A Touch of Crimson\
Rosewater,A:\Tade Thompson\_Wormwood Trilogy\1 - Rosewater\
Shatter Me,A:\Tahereh Mafi\_Shatter Me Series\01 - Shatter Me\
Ask Baba Yaga,A:\Taisia Kitaiskaia\Ask Baba Yaga - Otherworldly Advice for Everyday Troubles\
A Girl Like That,A:\Tanaz Bhathena\A Girl Like That\
The One Safe Place,A:\Tania Unsworth\The One Safe Place\
Hereafter,A:\Tara Hudson\_Hereafter Series\1 - Hereafter\
Educated,A:\Tara Westover\Educated\
Do You Dream of Terra-Two,A:\Temi Oh\Do You Dream of Terra-Two\
If I Run,A:\Terri Blackstock\_If I Run Series\01 - If I Run\
The Scribbly Man,A:\Terry Goodkind\_Children of D'Hara Series\01 - The Scribbly Man\
Debt of Bones,A:\Terry Goodkind\_Sword of Truth Series\00 - Debt of Bones\
Wizard's First Rule,A:\Terry Goodkind\_Sword of Truth Series\01 - Wizard's First Rule\
Stone of Tears,A:\Terry Goodkind\_Sword of Truth Series\02 - Stone of Tears\
Blood of the Fold,A:\Terry Goodkind\_Sword of Truth Series\03 - Blood of the Fold\
Temple of the Winds,A:\Terry Goodkind\_Sword of Truth Series\04 - Temple of the Winds\
Soul of the Fire,A:\Terry Goodkind\_Sword of Truth Series\05 - Soul of the Fire\
Faith of the Fallen,A:\Terry Goodkind\_Sword of Truth Series\06 - Faith of the Fallen\
The Pillars of Creation,A:\Terry Goodkind\_Sword of Truth Series\07 - The Pillars of Creation\
The Naked Empire,A:\Terry Goodkind\_Sword of Truth Series\08 - Naked Empire\
Chainfire,A:\Terry Goodkind\_Sword of Truth Series\09 - Chainfire\
Good Omens,A:\Terry Pratchett & Neil Gaiman\Good Omens\
The Long Earth,A:\Terry Pratchett & Stephen Baxter\_Long Earth Series\01 - The Long Earth\
The Long War,A:\Terry Pratchett & Stephen Baxter\_Long Earth Series\02 - The Long War\
The Long Mars,A:\Terry Pratchett & Stephen Baxter\_Long Earth Series\03 - The Long Mars\
The Long Utopia,A:\Terry Pratchett & Stephen Baxter\_Long Earth Series\04 - The Long Utopia\
The Long Cosmos,A:\Terry Pratchett & Stephen Baxter\_Long Earth Series\05 - The Long Cosmos\
Snuff,A:\Terry Pratchett\_Discworld\39 - Snuff\
The Anatomist's Apprentice,A:\Tessa Harris\_Dr. Thomas Silkstone Series\01 - The Anatomist's Apprentice\
In the Forest of Forgetting,A:\Theadora Goss\In the Forest of Forgetting\
Hex,A:\Thomas Olde Heuvelt\Hex\
The Last Black Unicorn,A:\Tiffany Haddish\The Last Black Unicorn\
Florida Roadkill,A:\Tim Dorsey\_Serge Storms Series\01 - Florida Roadkill\
The Data Detective,A:\Tim Harford\The Data Detective\
On Stranger Tides,A:\Tim Powers\On Stranger Tides\
Heirs of Grace,A:\Tim Pratt\Heirs of Grace\
Blink & Caution,A:\Tim Wynne-Jones\Blink & Caution\
On Tyranny,A:\Timothy Snyder\On Tyranny - Twenty Lessons from the Twentieth Century\
Our Malady,A:\Timothy Snyder\Our Malady - Lessons in Liberty from a Hospital\
Insight Out,A:\Tina Seelig\Insight Out\
War Girls,A:\Tochi Onyebuchi\_War Girls Series\01 - War Girls\
Rebel Sisters,A:\Tochi Onyebuchi\_War Girls Series\02 - Rebel Sisters\
The Black Count,"A:\Tom Reiss\The Black Count -- Glory, Revolution, Betrayal, and the Real Count of Monte Cristo\"
Even Cowgirls Get the Blues,A:\Tom Robbins\Even Cowgirls Get the Blues\
Half Asleep in Frog Pajamas,A:\Tom Robbins\Half Asleep in Frog Pajamas\
Tibetan Peach Pie,A:\Tom Robbins\Tibetan Peach Pie - A True Account of an Imaginary Life\
Villa Incognito,A:\Tom Robbins\Villa Incognito\
Children of Virtue and Vengeance,A:\Tomi Adeyemi\_Legacy of Orisha Series\02 - Children of Virtue and Vengeance\
The Progeny,A:\Tosca Lee\_House of Bathory Series\01 - The Progeny\
Firstborn,A:\Tosca Lee\_House of Bathory Series\02 - Firstborn\
Legendborn,A:\Tracy Deonn\Legendborn\
Shibumi,A:\Trevanian\Shibumi\
The Imaginary Corpse,A:\Tyler Hayes\The Imaginary Corpse\
Classics in Discussion,A:\University of Warwick\Classics in discussion\
The Golden Day,A:\Ursula Dubosarsky\The Golden Day\
A Wizard of Earthsea,A:\Ursula K. Le Guin\_Earthsea Series\01 - A Wizard of Earthsea\
Rocannon's World,A:\Ursula K. Le Guin\_Hainish Cycle Series\Rocannon's World\
Lathe of Heaven,A:\Ursula K. Le Guin\The Lathe of Heaven\
A Darker Shade of Magic,A:\V. E. Schwab\_Darker Shade of Magic\01 - A Darker Shade of Magic\
The Invisible Life of Addie LaRue,A:\V. E. Schwab\The Invisible Life of Addie LaRue\
Chilling Effect,A:\Valerie Valdes\_Chilling Effect Series\01 - Chilling Effect\
Prime Deceptions,A:\Valerie Valdes\_Chilling Effect Series\02 - Prime Deceptions\
The Unexpected Inheritance of Inspector Chopra,A:\Vaseem Khan\_ Baby Ganesh Agency Investigation Series\01 - The Unexpected Inheritance of Inspector Chopra\
The Go-Between,A:\Veronica Chambers\The Go-Between\
A People's Future of the United States,A:\Victor LaValle\A People's Future of the United States\
The Ballad of Black Tom,A:\Victor LaValle\The Ballad of Black Tom\
The Sacred Book of the Werewolf,A:\Victor Pelevin\The Sacred Book of the Werewolf\
Oracles of Delphi Keep,A:\Victoria Laurie\_Oracles of Delphi Series\1 - Oracles of Delphi Keep\
City of Ghosts,A:\Victoria Schwab\_City of Ghosts Series\01 - City of Ghosts\
Rocky Mountain Heat,A:\Vivian Arend\_Six Pack Ranch Series\01 - Rocky Mountain Heat\
Copper King,A:\Vivian Arend\_Takhini Shifters Series\01 - Copper King\
Laird Wolf,A:\Vivian Arend\_Takhini Shifters Series\02 - Laird Wolf\
Grave Importance,A:\Vivian Shaw\_Dr. Greta Helsing Series\03 - Grave Importance\
The Awkward Thoughts of W. Kamau Bell,A:\W. Kamau Bell\The Awkward Thoughts of W. Kamau Bell\
The Monkey's Paw,A:\W. W. Jacobs\The Monkey's Paw\
The Souls of Black Folk,A:\W.E.B. du Bois\The Souls of Black Folk\
The Serpent and the Rainbow,A:\Wade Davis\The Serpent and the Rainbow\
Juba!,A:\Walter Dean Myers\Juba!\
The Innovators,A:\Walter Isaacson\The Innovators\
Wild Bird,A:\Wendelin Van Draanen\Wild Bird\
"The Knife Man: The Extraordinary Life and Times of John Hunter, Father of Modern Surgery","A:\Wendy Moore\The Knife Man - The Extraordinary Life and Times of John Hunter, Father of Modern Surgery\"
Everland,A:\Wendy Spinale\_Everland Series\01 - Everland\
River God,A:\Wilber Smith\_Ancient Egypt Series\01 - The River God\
Warlock,A:\Wilber Smith\_Ancient Egypt Series\03 - Warlock\
The Woman in White,A:\Wilkie Collins\The Woman in White\
Our Oriental Heritage,A:\Will & Ariel Durant\_The Story of Civilization\01 - Our Oriental Heritage\
The Life of Greece,A:\Will & Ariel Durant\_The Story of Civilization\02 - The Life of Greece\
Caesar and Christ,A:\Will & Ariel Durant\_The Story of Civilization\03 - Caesar and Christ\
The Age of Faith,A:\Will & Ariel Durant\_The Story of Civilization\04 - The Age of Faith\
The Renaissance,A:\Will & Ariel Durant\_The Story of Civilization\05 - The Renaissance\
The Reformation,A:\Will & Ariel Durant\_The Story of Civilization\06 - The Reformation\
The Age of Reason Begins,A:\Will & Ariel Durant\_The Story of Civilization\07 - The Age of Reason Begins\
The Age of Louis XIV,A:\Will & Ariel Durant\_The Story of Civilization\08 - The Age of Louis XIV\
The Age of Voltaire,A:\Will & Ariel Durant\_The Story of Civilization\09 - The Age of Voltaire\
Rousseau and Revolution,A:\Will & Ariel Durant\_The Story of Civilization\10 - Rousseau and Revolution\
The Age of Napoleon,A:\Will & Ariel Durant\_The Story of Civilization\11 - The Age of Napoleon\
The Lessons of History,A:\Will & Ariel Durant\The Lessons of History\
The Princess Bride,A:\William Goldman\The Princess Bride\
Vanity Fair,A:\William Makepeace Thackeray\Vanity Fair\
Macbeth,A:\William Shakespeare\Macbeth\
Othello,A:\William Shakespeare\Othello\
Homegoing,A:\Yaa Gyasi\Homegoing\
The Night Tiger,A:\Yangsze Choo\The Night Tiger\
The High Mountains of Portugal,A:\Yann Martel\The High Mountains of Portugal\
Harvest Hunting,A:\Yasmine Galenorn\_Sisters of the Moon Series\08 - Harvest Hunting\
The Silver Stag,A:\Yasmine Galenorn\_Wild Hunt Series\01 - The Silver Stag\
Ninefox Gambit,A:\Yoon Ha Lee\_Machineries of Empire Series\1 - Ninefox Gambit\
Sapiens,A:\Yuval Noah Harari\Sapiens\
Sorcerer to the Crown,A:\Zen Cho\_Sorcerer Royal Series\01 - Sorcerer to the Crown\
The True Queen,A:\Zen Cho\_Sorcerer Royal Series\02 - The True Queen\
Blood Lust,A:\Zoe Winters\_Preternaturals Series\01 - Blood Lust\
Save My Soul,A:\Zoe Winters\_Preternaturals Series\02 - Save My Soul\
Barracoon: The Story of the Last 'Black Cargo',A:\Zora Neale Hurston\Barracoon - The Story of the Last 'Black Cargo'\
Incendiary,A:\Zoraida Cordova\_Hollow Crown Series\01 - Incendiary\
